Timestamp, vel x, vel y, vel z
1.6046097645106e+18,5.879231169820e-02,3.896811977029e-03,1.973465830088e-02
1.6046097645299645e+18,6.317272782326e-02,1.489114016294e-03,1.962660253048e-02
1.604609764549519e+18,6.408935785294e-02,-2.537088468671e-03,1.732138544321e-02
1.6046097645694956e+18,6.215240061283e-02,-2.819769084454e-03,1.825300790370e-02
1.604609764590812e+18,6.313285231590e-02,-1.011421903968e-03,1.831394806504e-02
1.604609764610462e+18,6.377176940441e-02,3.765514120460e-03,1.908327452838e-02
1.6046097646300078e+18,6.815350055695e-02,6.265664473176e-03,2.028818987310e-02
1.6046097646522678e+18,7.065479457378e-02,4.424419254065e-03,2.132622338831e-02
1.604609764669525e+18,7.192993164062e-02,2.217907458544e-04,2.337378636003e-02
1.6046097647015255e+18,7.041069120169e-02,-1.084260642529e-03,2.334090322256e-02
1.604609764710493e+18,6.899147480726e-02,6.562359631062e-04,2.163658663630e-02
1.6046097647495834e+18,7.209147512913e-02,6.778243929148e-03,1.664345711470e-02
1.6046097647694223e+18,7.451713085175e-02,5.986730568111e-03,1.588154770434e-02
1.6046097647894518e+18,7.378542423248e-02,2.861438319087e-03,1.496514491737e-02
1.6046097648099497e+18,7.136817276478e-02,1.476066187024e-03,1.323051564395e-02
1.604609764829421e+18,7.055190950632e-02,3.548894077539e-03,1.078354474157e-02
1.6046097648522724e+18,7.166715711355e-02,5.975098349154e-03,1.076252013445e-02
1.6046097648695846e+18,7.280961424112e-02,6.264667958021e-03,7.841010577977e-03
1.6046097648898163e+18,7.210938632488e-02,3.654152154922e-03,9.037954732776e-03
1.6046097649093975e+18,6.885632872581e-02,2.656465396285e-03,1.316277217120e-02
1.604609764929433e+18,6.666969507933e-02,4.512962885201e-03,1.382996700704e-02
1.6046097649494397e+18,6.326453387737e-02,3.736279904842e-03,1.589973270893e-02
1.6046097649699732e+18,6.305495649576e-02,4.863793030381e-03,1.731432974339e-02
1.604609764989525e+18,6.463664025068e-02,5.203503649682e-03,1.716241240501e-02
1.6046097650094605e+18,6.603784859180e-02,7.005630526692e-03,1.857101172209e-02
1.6046097650295112e+18,6.491968035698e-02,5.283427890390e-03,1.644322276115e-02
1.6046097650522166e+18,6.167939305305e-02,5.156276281923e-03,1.323389261961e-02
1.6046097650693998e+18,6.205303221941e-02,5.554726347327e-03,1.303773932159e-02
1.6046097650917924e+18,6.111288815737e-02,5.738393403590e-03,1.137783005834e-02
1.6046097651095032e+18,5.902202054858e-02,4.570738412440e-03,1.114729791880e-02
1.6046097651295634e+18,5.821813642979e-02,3.926944453269e-03,1.047993637621e-02
1.6046097651493809e+18,5.601149052382e-02,6.184275262058e-03,1.139885094017e-02
1.604609765179147e+18,5.595014244318e-02,6.702111102641e-03,9.577578864992e-03
1.6046097651943726e+18,5.704693496227e-02,8.892070502043e-03,6.197917740792e-03
1.6046097652094054e+18,5.575518682599e-02,9.492052718997e-03,3.122463822365e-03
1.604609765229453e+18,5.372328311205e-02,9.097246453166e-03,1.945498399436e-03
1.6046097652581368e+18,5.238656327128e-02,8.414095267653e-03,2.412911504507e-03
1.6046097652694103e+18,4.727300629020e-02,8.811426348984e-03,2.026681788266e-03
1.6046097652896865e+18,4.386501759291e-02,1.066233403981e-02,3.164505586028e-03
1.6046097653096594e+18,4.049154371023e-02,1.151873357594e-02,5.108293145895e-03
1.604609765332169e+18,3.897552564740e-02,1.528323814273e-02,6.764230318367e-03
1.6046097653493658e+18,3.905476629734e-02,1.665239408612e-02,8.723447099328e-03
1.604609765370747e+18,3.800311312079e-02,1.964630931616e-02,8.734046481550e-03
1.6046097653893952e+18,4.224517568946e-02,2.220568992198e-02,9.213542565703e-03
1.6046097654099628e+18,4.230381548405e-02,2.123382687569e-02,7.009417749941e-03
1.6046097654294587e+18,3.968232125044e-02,2.255549281836e-02,7.174751721323e-03
1.604609765457661e+18,3.761440888047e-02,2.177369967103e-02,4.961388185620e-03
1.6046097654703342e+18,3.476027399302e-02,1.934687793255e-02,-1.367814838886e-04
1.6046097654942246e+18,3.059337288141e-02,1.674301736057e-02,-4.395514726639e-03
1.604609765510313e+18,2.786182239652e-02,1.584627851844e-02,-6.942581385374e-03
1.6046097655294574e+18,2.813877165318e-02,1.643927581608e-02,-8.120369166136e-03
1.6046097655496146e+18,2.998289838433e-02,1.381057128310e-02,-9.424690157175e-03
1.604609765569386e+18,2.859690412879e-02,1.159161701798e-02,-1.167347468436e-02
1.6046097655895665e+18,2.556332200766e-02,1.027366612107e-02,-1.520863920450e-02
1.6046097656095616e+18,2.291469275951e-02,6.116442382336e-03,-1.644113659859e-02
1.6046097656293934e+18,2.020234614611e-02,2.289079129696e-04,-1.845990866423e-02
1.6046097656522033e+18,1.930849254131e-02,-3.942238166928e-03,-2.229282259941e-02
